,ID,Source,Severity,Start_Time,End_Time,Start_Lat,Start_Lng,End_Lat,End_Lng,Distance(mi),Description,Street,City,County,State,Zipcode,Country,Timezone,Airport_Code,Weather_Timestamp,Temperature(F),Wind_Chill(F),Humidity(%),Pressure(in),Visibility(mi),Wind_Direction,Wind_Speed(mph),Precipitation(in),Weather_Condition,Amenity,Bump,Crossing,Give_Way,Junction,No_Exit,Railway,Roundabout,Station,Stop,Traffic_Calming,Traffic_Signal,Turning_Loop,Sunrise_Sunset,Civil_Twilight,Nautical_Twilight,Astronomical_Twilight
278,A-279,Source2,2,2016-02-19 07:06:51,2016-02-19 07:36:51,39.974285,-82.961174,,,0.0,Accident on Taylor Ave at Greenway Ave. Expect delays.,Taylor Ave,Columbus,Franklin,OH,43203-1222,US,US/Eastern,KCMH,2016-02-19 06:51:00,36.0,27.5,57.0,30.16,10.0,SE,12.7,,Mostly Cloudy,False,False,False,False,False,False,False,False,True,False,False,True,False,Night,Day,Day,Day
279,A-280,Source2,2,2016-02-19 07:23:09,2016-02-19 07:53:09,40.152611,-82.686996,,,0.01,Accident on US-62 Coshocton St at Williams St.,N Williams St,Johnstown,Licking,OH,43031-1037,US,US/Eastern,KCMH,2016-02-19 07:51:00,37.0,28.9,57.0,30.15,10.0,SE,12.7,,Overcast,True,False,False,False,False,False,False,False,False,False,False,False,False,Day,Day,Day,Day
280,A-281,Source2,2,2016-02-19 07:39:56,2016-02-19 08:09:56,39.786629,-84.18869000000002,,,0.01,Accident on Stanley Ave at Keowee St. Expect delays.,N Keowee St,Dayton,Montgomery,OH,45404-1104,US,US/Eastern,KFFO,2016-02-19 07:58:00,42.8,37.0,60.0,30.08,10.0,SSE,10.4,,Mostly Cloudy,False,False,True,False,False,False,False,False,False,False,False,True,False,Day,Day,Day,Day
281,A-282,Source2,2,2016-02-19 07:38:00,2016-02-19 08:08:00,40.016937,-83.156601,,,0.01,Accident on Hilliard Rome Rd at Tinapple Rd. Expect delays.,Hilliard Rome Rd,Hilliard,Franklin,OH,43026-9601,US,US/Eastern,KOSU,2016-02-19 07:53:00,37.0,29.3,62.0,30.12,10.0,SE,11.5,,Clear,False,False,False,False,False,False,False,False,False,False,False,True,False,Day,Day,Day,Day
282,A-283,Source2,2,2016-02-19 07:51:29,2016-02-19 08:21:29,40.003746,-83.15389300000002,,,0.01,Accident on Roberts Rd at Hilliard Rome Rd. Expect delays.,Hilliard Rome Rd,Hilliard,Franklin,OH,43026-9468,US,US/Eastern,KOSU,2016-02-19 07:53:00,37.0,29.3,62.0,30.12,10.0,SE,11.5,,Clear,False,False,True,False,False,False,False,False,False,False,False,True,False,Day,Day,Day,Day
283,A-284,Source2,3,2016-02-19 07:52:38,2016-02-19 08:22:38,39.736061,-84.093002,,,0.01,Accident on I-675 Northbound near Exits 13A 13A-B 13B US-35. Expect delays.,I-675 S,Dayton,Greene,OH,45430,US,US/Eastern,KFFO,2016-02-19 07:58:00,42.8,37.0,60.0,30.08,10.0,SSE,10.4,,Mostly Cloudy,False,False,False,False,False,False,False,False,False,False,False,False,False,Day,Day,Day,Day
284,A-285,Source2,2,2016-02-19 08:05:52,2016-02-19 08:35:52,41.375961,-83.647453,,,0.0,Accident on Court St at Summit St.,E Court St,Bowling Green,Wood,OH,43402-2428,US,US/Eastern,KTDZ,2016-02-19 07:53:00,43.0,34.5,53.0,29.98,10.0,South,19.6,,Clear,False,False,True,False,False,False,False,False,False,True,False,False,False,Day,Day,Day,Day
285,A-286,Source2,3,2016-02-19 08:18:42,2016-02-19 08:48:42,39.953648,-82.960373,,,0.01,Accident on I-70 Westbound at Exit 102 Kelton Ave. Expect delays.,East Fwy W,Columbus,Franklin,OH,43205,US,US/Eastern,KCMH,2016-02-19 07:51:00,37.0,28.9,57.0,30.15,10.0,SE,12.7,,Overcast,False,False,False,False,False,False,False,False,False,False,False,False,False,Day,Day,Day,Day
286,A-287,Source2,2,2016-02-19 08:28:12,2016-02-19 08:58:12,39.767757,-84.231712,,,0.0,Accident on Lexington Ave at Wilson Dr. Expect delays.,Wilson Dr,Dayton,Montgomery,OH,45402-5619,US,US/Eastern,KFFO,2016-02-19 08:58:00,47.7,,52.0,30.06,10.0,South,17.3,,Overcast,False,False,False,False,False,False,False,False,False,False,False,False,False,Day,Day,Day,Day
287,A-288,Source2,2,2016-02-19 08:32:47,2016-02-19 09:02:47,39.800312,-84.218811,,,0.0,Accident on Redwood Ave at OH-48 Main St. Expect delays.,N Main St,Dayton,Montgomery,OH,45405-5105,US,US/Eastern,KDAY,2016-02-19 08:56:00,48.0,,52.0,30.03,10.0,South,27.6,,Overcast,False,False,False,False,False,False,False,False,False,False,False,False,False,Day,Day,Day,Day
288,A-289,Source2,2,2016-02-19 08:58:38,2016-02-19 09:28:38,39.754055,-84.17588,,,0.01,Accident on Wayne Ave at /Keowee St / Wayne Ave. Expect delays.,US-35 E,Dayton,Montgomery,OH,45410,US,US/Eastern,KFFO,2016-02-19 08:58:00,47.7,,52.0,30.06,10.0,South,17.3,,Overcast,False,False,False,False,False,False,False,False,False,False,False,False,False,Day,Day,Day,Day
289,A-290,Source2,2,2016-02-19 10:24:05,2016-02-19 10:54:05,39.712257,-84.201782,,,0.0,Accident on Cardington Rd at Lance Dr. Expect delays.,Cardington Rd,Dayton,Montgomery,OH,45409,US,US/Eastern,KFFO,2016-02-19 09:58:00,49.6,,50.0,30.03,10.0,South,23.0,,Overcast,False,False,False,False,False,False,False,False,False,False,False,False,False,Day,Day,Day,Day
290,A-291,Source2,2,2016-02-19 11:23:40,2016-02-19 11:53:40,39.759201,-84.149101,,,0.0,Accident on Pleasant Ave at Harbine Ave. Expect delays.,Pleasant Ave,Dayton,Montgomery,OH,45403-2728,US,US/Eastern,KFFO,2016-02-19 10:58:00,53.8,,45.0,29.97,10.0,South,25.3,,Mostly Cloudy,False,False,False,False,False,False,False,False,False,False,False,False,False,Day,Day,Day,Day
291,A-292,Source2,2,2016-02-19 11:45:16,2016-02-19 12:15:16,39.759472,-84.243698,,,0.0,Accident on Walton Ave at Kammer Ave. Expect delays.,Walton Ave,Dayton,Montgomery,OH,45417-1525,US,US/Eastern,KDAY,2016-02-19 11:56:00,57.0,,44.0,29.91,10.0,SSW,27.6,,Scattered Clouds,False,False,False,False,False,False,False,False,False,False,False,False,False,Day,Day,Day,Day
292,A-293,Source2,2,2016-02-19 11:37:32,2016-02-19 12:07:32,39.797668,-84.217506,,,0.01,Accident on OH-48 Main St at Ashwood Ave. Expect delays.,N Main St,Dayton,Montgomery,OH,45405-2402,US,US/Eastern,KDAY,2016-02-19 11:56:00,57.0,,44.0,29.91,10.0,SSW,27.6,,Scattered Clouds,False,False,False,False,False,False,False,False,False,False,False,False,False,Day,Day,Day,Day
293,A-294,Source2,2,2016-02-19 11:29:02,2016-02-19 12:14:14,39.763664,-84.193298,,,0.01,Accident on OH-48 Main St at OH-4 Monument Ave. Expect delays.,W Monument Ave,Dayton,Montgomery,OH,45402-1201,US,US/Eastern,KFFO,2016-02-19 11:58:00,59.4,,37.0,29.93,10.0,SSW,29.9,,Clear,True,False,True,False,False,False,False,False,False,False,False,True,False,Day,Day,Day,Day
294,A-295,Source2,2,2016-02-19 11:38:14,2016-02-19 12:08:14,39.758121,-84.191414,,,0.01,Accident on OH-48 Main St at 4th St. Expect delays.,E 4th St,Dayton,Montgomery,OH,45402,US,US/Eastern,KFFO,2016-02-19 11:58:00,59.4,,37.0,29.93,10.0,SSW,29.9,,Clear,False,False,True,False,False,False,False,False,False,False,False,True,False,Day,Day,Day,Day
295,A-296,Source2,3,2016-02-19 11:27:47,2016-02-19 12:14:05,40.266499,-82.927544,,,0.01,Accident on I-71 Northbound at Exit 131 US-36 State Route 37. Expect delays.,I-71 S,Galena,Delaware,OH,43021,US,US/Eastern,KDLZ,2016-02-19 11:36:00,46.4,39.2,57.0,29.95,10.0,South,18.4,,Clear,False,False,False,False,False,False,False,False,False,False,False,False,False,Day,Day,Day,Day
296,A-297,Source2,2,2016-02-19 15:12:04,2016-02-19 15:42:04,40.099384,-83.155396,,,0.01,Accident on US-33 Columbus Marysville Rd at Avery Rd.,Columbus Marysville Rd N,Dublin,Franklin,OH,43017,US,US/Eastern,KOSU,2016-02-19 14:53:00,57.0,,47.0,29.81,10.0,South,21.9,,Overcast,False,False,False,False,False,False,False,False,False,False,False,False,False,Day,Day,Day,Day
297,A-298,Source2,2,2016-02-19 15:15:38,2016-02-19 15:45:38,39.981926,-83.046265,,,0.01,Accident on 1st Ave Westbound at Broadview Ave.,W 1st Ave,Columbus,Franklin,OH,43212-3426,US,US/Eastern,KOSU,2016-02-19 14:53:00,57.0,,47.0,29.81,10.0,South,21.9,,Overcast,False,False,False,False,False,False,False,False,False,False,False,False,False,Day,Day,Day,Day
298,A-299,Source2,2,2016-02-19 15:30:32,2016-02-19 16:15:32,39.786633,-84.170837,,,0.01,Accident on OH-202 Troy St at Stanley Ave.,Troy St,Dayton,Montgomery,OH,45404-2726,US,US/Eastern,KFFO,2016-02-19 15:58:00,65.1,,34.0,29.79,10.0,SSW,24.2,,Clear,False,False,True,False,False,False,False,False,False,False,False,True,False,Day,Day,Day,Day
299,A-300,Source2,2,2016-02-19 16:16:51,2016-02-19 17:01:51,39.765259,-84.13780200000002,,,0.01,Accident on Smithville Rd at 3rd St.,Smithville Rd,Dayton,Montgomery,OH,45403,US,US/Eastern,KFFO,2016-02-19 15:58:00,65.1,,34.0,29.79,10.0,SSW,24.2,,Clear,False,False,False,False,False,False,False,False,False,False,False,True,False,Day,Day,Day,Day
300,A-301,Source2,3,2016-02-19 17:41:00,2016-02-19 21:00:00,40.10564,-82.949692,,,1.28,Right lane blocked due to accident on I-270 Outerbelt Westbound between Exit 29 OH-3 State St and Exit 27 Cleveland Ave.,Outerbelt W,Columbus,Franklin,OH,43229,US,US/Eastern,KOSU,2016-02-19 17:53:00,57.0,,49.0,29.82,10.0,SSW,15.0,,Clear,False,False,False,False,False,False,False,False,False,False,False,False,False,Day,Day,Day,Day
301,A-302,Source2,2,2016-02-22 05:20:31,2016-02-22 05:50:31,39.762531,-84.1427,,,0.01,Accident on Wright Ave at 5th St.,S Wright Ave,Dayton,Montgomery,OH,45403-2849,US,US/Eastern,KFFO,2016-02-22 04:58:00,29.5,23.4,94.0,30.14,10.0,North,5.8,,Clear,False,False,False,False,False,False,False,False,False,False,False,False,False,Night,Night,Night,Night
302,A-303,Source2,2,2016-02-22 06:11:53,2016-02-22 06:41:53,41.428753,-83.61036700000002,,,0.0,Accident on County Hwy-19 Sugar Ridge Rd at Dunbridge Rd. Expect delays.,Sugar Ridge Rd,Bowling Green,Wood,OH,43402-9687,US,US/Eastern,KTDZ,2016-02-22 05:53:00,28.0,21.7,85.0,30.21,10.0,NNE,5.8,,Clear,False,False,False,False,False,False,False,False,False,False,False,False,False,Night,Night,Night,Day
303,A-304,Source2,2,2016-02-22 06:54:32,2016-02-22 07:24:32,39.985336,-82.78984100000002,,,0.01,Accident on Waggoner Rd at OH-16 Broad St. Expect delays.,E Broad St,Reynoldsburg,Franklin,OH,43068,US,US/Eastern,KCMH,2016-02-22 06:51:00,30.9,27.5,82.0,30.16,10.0,NE,3.5,,Partly Cloudy,False,False,False,False,False,False,False,False,False,False,False,False,False,Night,Day,Day,Day
304,A-305,Source2,2,2016-02-22 07:09:58,2016-02-22 07:39:58,39.955517,-82.87687700000002,,,0.01,Accident on US-40 Main St at OH-317 Hamilton Rd. Expect delays.,S Hamilton Rd,Columbus,Franklin,OH,43227-1309,US,US/Eastern,KCMH,2016-02-22 06:51:00,30.9,27.5,82.0,30.16,10.0,NE,3.5,,Partly Cloudy,False,False,False,False,False,False,False,False,True,False,False,True,False,Night,Day,Day,Day
305,A-306,Source2,2,2016-02-22 07:14:44,2016-02-22 07:44:44,39.858089,-82.827904,,,0.01,Accident on US-33 Columbus Lancaster Rd Westbound at OH-674 Gender Rd.,Gender Rd,Canal Winchester,Franklin,OH,43110,US,US/Eastern,KLCK,2016-02-22 07:15:00,32.0,26.4,91.0,30.15,10.0,NNE,5.8,,Overcast,False,False,False,False,False,False,False,False,False,False,False,False,False,Night,Day,Day,Day
306,A-307,Source2,2,2016-02-22 07:26:02,2016-02-22 07:56:02,39.763615,-84.142586,,,0.0,Accident on Wright Ave at Kittyhawk Dr.,S Wright Ave,Dayton,Montgomery,OH,45403-2857,US,US/Eastern,KFFO,2016-02-22 07:28:00,28.4,,93.0,30.17,10.0,NE,2.3,,Shallow Fog,False,False,False,False,False,False,False,False,False,False,False,False,False,Day,Day,Day,Day
307,A-308,Source3,3,2016-02-22 07:24:22,2016-02-22 07:54:22,39.933804,-82.78944399999997,,,0.01,Left hand shoulder blocked due to accident on I-70 Westbound at Exits 112 112A 112B OH-256 Hill Rd.,Hill Rd N,Pickerington,Fairfield,OH,43147,US,US/Eastern,KLHQ,2016-02-22 07:53:00,33.1,26.9,85.0,30.17,10.0,NE,6.9,,Overcast,False,False,False,False,False,False,False,False,False,False,False,False,False,Day,Day,Day,Day
308,A-309,Source2,2,2016-02-22 07:37:59,2016-02-22 08:07:59,40.136345,-83.00573,,,0.01,Accident on Lazelle Rd at Flint Rd. Expect delays.,Lazelle Rd,Columbus,Franklin,OH,43235-4661,US,US/Eastern,KOSU,2016-02-22 07:53:00,28.9,25.2,96.0,30.18,10.0,NNW,3.5,,Clear,False,False,False,False,False,False,False,False,False,False,False,False,False,Day,Day,Day,Day
309,A-310,Source2,2,2016-02-22 07:52:06,2016-02-22 08:22:06,39.76516,-84.157234,,,0.01,Accident on Findlay St at 3rd St. Expect delays.,S Findlay St,Dayton,Montgomery,OH,45403-2022,US,US/Eastern,KFFO,2016-02-22 07:58:00,27.9,24.0,97.0,30.18,10.0,NE,3.5,,Clear,False,False,False,False,False,False,False,False,False,False,False,True,False,Day,Day,Day,Day
310,A-311,Source2,2,2016-02-22 07:51:22,2016-02-22 08:21:22,39.772438,-84.14218100000002,,,0.0,Accident on Westview Ave at Rangeley Ave. Expect delays.,Rangeley Ave,Dayton,Montgomery,OH,45403-1612,US,US/Eastern,KFFO,2016-02-22 07:58:00,27.9,24.0,97.0,30.18,10.0,NE,3.5,,Clear,False,False,False,False,False,False,False,False,False,False,False,False,False,Day,Day,Day,Day
311,A-312,Source2,2,2016-02-22 08:04:43,2016-02-22 08:34:43,39.981968,-83.008698,,,0.0,Accident on Dennison Ave at 2nd Ave. Expect delays.,W 2nd Ave,Columbus,Franklin,OH,43201-3409,US,US/Eastern,KCMH,2016-02-22 07:51:00,32.0,,82.0,30.17,10.0,Calm,,,Partly Cloudy,False,False,True,False,False,False,False,False,False,True,False,False,False,Day,Day,Day,Day
312,A-313,Source2,2,2016-02-22 08:13:51,2016-02-22 08:43:51,39.232101,-84.16014100000002,,,0.01,Accident on OH-28 State Route 28 at Goshen Rd. Expect delays.,Goshen Rd,Goshen,Clermont,OH,45122-9208,US,US/Eastern,KI69,2016-02-22 08:17:00,32.5,28.1,94.0,30.14,10.0,NNE,4.6,,Clear,False,False,True,False,False,False,False,False,False,False,False,True,False,Day,Day,Day,Day
313,A-314,Source2,3,2016-02-22 08:19:52,2016-02-22 08:49:52,40.061661,-82.99807,,,0.01,Accident on I-71 Southbound at Exit 116 Sinclair Rd. Expect delays.,Morse Rd,Columbus,Franklin,OH,43229,US,US/Eastern,KOSU,2016-02-22 07:53:00,28.9,25.2,96.0,30.18,10.0,NNW,3.5,,Clear,False,False,False,False,False,False,False,False,False,False,False,False,False,Day,Day,Day,Day
314,A-315,Source2,3,2016-02-22 08:41:13,2016-02-22 09:11:13,40.082397,-82.906921,,,0.01,One lane blocked due to accident on I-270 Outerbelt Southbound at Exit 30 OH-161 New Albany Expy. Expect delays.,New Albany Expy W,Westerville,Franklin,OH,43081,US,US/Eastern,KCMH,2016-02-22 08:51:00,35.1,30.1,76.0,30.17,10.0,NE,5.8,,Scattered Clouds,False,False,False,False,False,False,False,False,False,False,False,False,False,Day,Day,Day,Day
315,A-316,Source2,2,2016-02-22 08:54:16,2016-02-22 09:24:16,39.317173,-84.220894,,,0.01,Accident on OH-48 State Route 48 near Deershadow Rd. Expect delays.,Deershadow Rd,Maineville,Warren,OH,45039,US,US/Eastern,KHAO,2016-02-22 08:53:00,36.0,33.3,79.0,30.17,10.0,NE,3.5,,Clear,False,False,False,False,False,False,False,False,False,False,False,False,False,Day,Day,Day,Day
316,A-317,Source2,2,2016-02-22 09:06:02,2016-02-22 09:36:02,39.690781,-84.205147,,,0.0,Accident on Lynpark Ave at Cordell Dr.,Lynpark Ave,Dayton,Montgomery,OH,45439-2729,US,US/Eastern,KMGY,2016-02-22 08:53:00,34.0,26.6,79.0,30.16,10.0,ENE,9.2,,Clear,False,False,False,False,False,False,False,False,False,False,False,False,False,Day,Day,Day,Day
317,A-318,Source2,2,2016-02-22 09:06:53,2016-02-22 09:36:53,39.803726,-84.18514300000002,,,0.0,Accident on Neff Rd at Norledge Dr.,Neff Rd,Dayton,Montgomery,OH,45414-5025,US,US/Eastern,KDAY,2016-02-22 08:56:00,33.1,26.9,89.0,30.18,10.0,NE,6.9,,Scattered Clouds,False,False,False,False,False,False,False,False,False,False,False,False,False,Day,Day,Day,Day
318,A-319,Source2,2,2016-02-22 09:36:13,2016-02-22 10:21:13,39.838779,-84.25831600000002,,,0.01,Accident on OH-48 Main St at Vinway Ct.,N Main St,Dayton,Montgomery,OH,45415-2328,US,US/Eastern,KDAY,2016-02-22 09:56:00,36.0,29.6,82.0,30.18,10.0,NE,8.1,,Scattered Clouds,False,False,False,False,False,False,False,False,False,False,False,False,False,Day,Day,Day,Day
319,A-320,Source2,2,2016-02-22 09:37:13,2016-02-22 10:22:13,39.76144,-84.167038,,,0.0,Accident on Huffman Ave at 4th St.,Huffman Ave,Dayton,Montgomery,OH,45403-1913,US,US/Eastern,KFFO,2016-02-22 09:58:00,37.0,32.4,77.0,30.18,10.0,NE,5.8,,Clear,False,False,False,False,False,False,False,False,False,False,False,False,False,Day,Day,Day,Day
320,A-321,Source2,2,2016-02-22 10:03:03,2016-02-22 10:33:03,39.740906,-84.182121,,,0.01,Accident on Brown St at Stewart St. Expect delays.,E Stewart St,Dayton,Montgomery,OH,45409-2666,US,US/Eastern,KFFO,2016-02-22 09:58:00,37.0,32.4,77.0,30.18,10.0,NE,5.8,,Clear,False,False,True,False,False,False,False,False,False,False,False,True,False,Day,Day,Day,Day
321,A-322,Source2,2,2016-02-22 10:09:01,2016-02-22 10:39:01,39.81963,-84.198273,,,0.01,Accident on Dixie Dr at Needmore Rd. Expect delays.,N Dixie Dr,Dayton,Montgomery,OH,45414-4012,US,US/Eastern,KDAY,2016-02-22 09:56:00,36.0,29.6,82.0,30.18,10.0,NE,8.1,,Scattered Clouds,False,False,False,False,False,False,False,False,False,False,False,True,False,Day,Day,Day,Day
322,A-323,Source2,2,2016-02-22 10:27:46,2016-02-22 10:57:46,39.79969000000001,-84.186996,,,0.0,Accident on Rolfe Ave Eastbound at Wagoner Ford Rd. Expect delays.,Wagoner Ford Rd,Dayton,Montgomery,OH,45414,US,US/Eastern,KDAY,2016-02-22 10:56:00,41.0,34.3,62.0,30.17,10.0,NE,11.5,,Mostly Cloudy,False,False,False,False,False,False,False,False,False,False,False,True,False,Day,Day,Day,Day
323,A-324,Source2,2,2016-02-22 11:17:40,2016-02-22 11:47:40,39.72364,-84.1418,,,0.01,Accident on Patterson Rd at Smithville Rd. Expect delays.,S Smithville Rd,Dayton,Montgomery,OH,45420-1530,US,US/Eastern,KFFO,2016-02-22 11:29:00,42.8,38.0,57.0,30.13,10.0,East,8.1,,Scattered Clouds,False,False,False,False,False,False,False,False,False,False,False,False,False,Day,Day,Day,Day
324,A-325,Source2,2,2016-02-22 11:21:55,2016-02-22 11:51:55,39.754055,-84.13889300000002,,,0.01,Accident on Smithville Rd at Tuttle Ave. Expect delays.,S Smithville Rd,Dayton,Montgomery,OH,45403-3345,US,US/Eastern,KFFO,2016-02-22 11:29:00,42.8,38.0,57.0,30.13,10.0,East,8.1,,Scattered Clouds,False,False,False,False,False,False,False,False,False,False,False,True,False,Day,Day,Day,Day
325,A-326,Source2,2,2016-02-22 11:40:35,2016-02-22 12:10:35,39.831997,-84.223694,,,0.01,Accident on Frederick Pike at Beejay Ct. Expect delays.,Frederick Pike,Dayton,Montgomery,OH,45414-2928,US,US/Eastern,KDAY,2016-02-22 11:56:00,43.0,38.8,53.0,30.16,10.0,NNE,6.9,,Mostly Cloudy,False,False,False,False,False,False,False,False,False,False,False,False,False,Day,Day,Day,Day
326,A-327,Source2,2,2016-02-22 14:21:00,2016-02-22 15:30:00,41.403744,-82.282776,,,0.01,Entry ramp closed due to accident on OH-2 Westbound at Baumhart Rd.,Baumhart Rd,Vermilion,Lorain,OH,44089,US,US/Eastern,KLPR,2016-02-22 13:53:00,41.0,34.3,62.0,30.18,10.0,NE,11.5,,Mostly Cloudy,False,False,False,False,False,False,False,False,False,False,False,False,False,Day,Day,Day,Day
327,A-328,Source2,2,2016-02-22 15:34:53,2016-02-22 16:19:53,39.754055,-84.17588,,,0.01,Accident on Keowee St at US-35.,US-35 E,Dayton,Montgomery,OH,45410,US,US/Eastern,KFFO,2016-02-22 15:58:00,48.7,,47.0,30.1,10.0,NNE,6.9,,Clear,False,False,False,False,False,False,False,False,False,False,False,False,False,Day,Day,Day,Day
328,A-329,Source2,2,2016-02-22 16:57:30,2016-02-22 17:57:30,39.630444,-84.19626600000002,,,0.0,Accident on Washington Village Dr at OH-725 Miamisburg Centerville Rd.,Washington Village Dr,Dayton,Montgomery,OH,45459,US,US/Eastern,KMGY,2016-02-22 16:53:00,48.0,,50.0,30.06,10.0,ENE,5.8,,Clear,False,False,False,False,False,False,False,False,False,False,False,False,False,Day,Day,Day,Day
329,A-330,Source2,2,2016-02-22 16:57:56,2016-02-22 17:57:56,39.801601,-84.194542,,,0.01,Accident on Dixie Dr at Ridge Ave.,Ridge Ave,Dayton,Montgomery,OH,45414-5328,US,US/Eastern,KDAY,2016-02-22 16:56:00,46.9,,52.0,30.09,10.0,NE,9.2,,Scattered Clouds,False,False,False,False,False,False,False,False,False,False,False,True,False,Day,Day,Day,Day
330,A-331,Source2,2,2016-02-22 16:58:37,2016-02-22 17:43:37,39.752647,-84.189774,,,0.01,Accident on OH-48 Main St at Washington St.,S Main St,Dayton,Montgomery,OH,45402-2717,US,US/Eastern,KFFO,2016-02-22 16:58:00,47.5,,49.0,30.09,10.0,NE,11.5,,Clear,False,False,True,False,False,False,False,False,False,False,False,True,False,Day,Day,Day,Day
331,A-332,Source2,3,2016-02-23 06:53:21,2016-02-23 07:23:21,39.933804,-82.78944399999997,,,0.01,One lane blocked due to accident on I-70 Westbound at Exits 112 112A 112B OH-256 Hill Rd. Expect delays.,Hill Rd N,Pickerington,Fairfield,OH,43147,US,US/Eastern,KLHQ,2016-02-23 06:53:00,30.9,27.5,72.0,30.07,10.0,NE,3.5,,Mostly Cloudy,False,False,False,False,False,False,False,False,False,False,False,False,False,Night,Day,Day,Day
332,A-333,Source2,2,2016-02-23 07:02:00,2016-02-23 07:32:00,39.571163,-84.202606,,,0.0,Accident on Crosley Rd between Red Lion 5 Points Rd and County Hwy-46 Lytle 5 Points Rd. Expect delays.,W Lytle 5 Points Rd,Springboro,Warren,OH,45066-9609,US,US/Eastern,KMGY,2016-02-23 06:53:00,30.0,21.1,69.0,30.02,10.0,ENE,10.4,,Clear,False,False,True,False,False,False,False,False,False,False,False,True,False,Night,Day,Day,Day
333,A-334,Source2,2,2016-02-23 07:15:48,2016-02-23 07:45:48,39.17505300000001,-84.236313,,,0.01,Accident on Pleasant Hill Rd at OH-131 State Route 131. Expect delays.,State Route 131,Milford,Clermont,OH,45150-2718,US,US/Eastern,KI69,2016-02-23 07:18:00,31.8,28.5,79.0,30.0,10.0,ENE,3.5,,Clear,False,False,False,False,False,False,False,False,False,False,False,True,False,Night,Day,Day,Day
334,A-335,Source2,2,2016-02-23 07:14:21,2016-02-23 07:44:21,39.977322,-83.02109499999997,,,0.01,Right hand shoulder blocked due to accident on OH-315 Olentangy Fwy at Goodale St.,Olentangy Fwy N,Columbus,Franklin,OH,43212,US,US/Eastern,KOSU,2016-02-23 06:53:00,28.9,21.9,69.0,30.07,10.0,NE,6.9,,Clear,False,False,False,False,False,False,False,False,False,False,False,False,False,Day,Day,Day,Day
335,A-336,Source2,2,2016-02-23 07:57:48,2016-02-23 08:27:48,39.175728,-84.180763,,,0.01,Accident on OH-31 State Route 131 near Wild Rose Ln. Expect delays.,State Route 131,Milford,Clermont,OH,45150-2649,US,US/Eastern,KI69,2016-02-23 07:57:00,32.0,26.4,79.0,29.98,10.0,ENE,5.8,,Clear,False,False,False,False,False,False,False,False,False,False,False,False,False,Day,Day,Day,Day
336,A-337,Source2,2,2016-02-23 07:54:29,2016-02-23 08:24:29,39.68865200000001,-84.127998,,,0.01,Accident on Stroop Rd at Woodman Dr. Expect delays.,E Stroop Rd,Dayton,Montgomery,OH,45440,US,US/Eastern,KMGY,2016-02-23 07:53:00,30.9,22.2,67.0,30.01,10.0,ENE,10.4,,Clear,False,False,True,False,False,False,False,False,False,False,False,True,False,Day,Day,Day,Day
337,A-338,Source2,2,2016-02-23 08:17:30,2016-02-23 08:47:30,39.628288,-84.226151,,,0.01,Accident on OH-741 Springboro Pike at Lyons Rd. Expect delays.,Springboro Pike,Miamisburg,Montgomery,OH,45342,US,US/Eastern,KMGY,2016-02-23 07:53:00,30.9,22.2,67.0,30.01,10.0,ENE,10.4,,Clear,False,False,False,False,False,False,False,False,False,False,False,True,False,Day,Day,Day,Day
338,A-339,Source2,3,2016-02-23 08:21:42,2016-02-23 08:51:42,39.96764,-83.06081400000002,,,0.01,Accident on I-70 Eastbound at Exit 96 I-670. Expect delays.,I-670 W,Columbus,Franklin,OH,43204,US,US/Eastern,KTZR,2016-02-23 08:50:00,33.8,27.0,65.0,30.01,10.0,NE,8.1,,Clear,False,False,False,False,False,False,False,False,False,False,False,False,False,Day,Day,Day,Day
339,A-340,Source2,2,2016-02-23 08:48:52,2016-02-23 09:18:52,39.797958,-84.255135,,,0.01,Accident on Free Pike at Gettysburg Ave. Expect delays.,Free Pike,Dayton,Montgomery,OH,45416-1234,US,US/Eastern,KDAY,2016-02-23 08:56:00,35.1,27.9,61.0,30.09,10.0,NNE,9.2,,Partly Cloudy,False,False,False,False,False,False,False,False,False,False,False,True,False,Day,Day,Day,Day
340,A-341,Source2,2,2016-02-23 09:46:46,2016-02-23 10:16:46,39.783669,-84.155045,,,0.01,Accident on Valley St at Rutledge Ave. Expect delays.,Valley St,Dayton,Montgomery,OH,45404-2213,US,US/Eastern,KFFO,2016-02-23 09:58:00,38.3,30.9,53.0,30.08,10.0,NE,11.5,,Clear,False,False,False,False,False,False,False,False,False,False,False,False,False,Day,Day,Day,Day
341,A-342,Source2,2,2016-02-23 09:48:43,2016-02-23 10:18:43,39.989044,-83.049088,,,0.01,Accident on 5th Ave Westbound at Star Ave. Expect delays.,N Star Ave,Columbus,Franklin,OH,43212-2460,US,US/Eastern,KOSU,2016-02-23 09:53:00,39.9,34.5,55.0,30.09,10.0,North,8.1,,Clear,False,False,False,False,False,False,False,False,False,False,False,True,False,Day,Day,Day,Day
342,A-343,Source2,2,2016-02-23 09:54:16,2016-02-23 10:24:16,39.819721,-84.191528,,,0.01,Accident on Needmore Rd at Payne Ave. Expect delays.,Payne Ave,Dayton,Montgomery,OH,45414,US,US/Eastern,KDAY,2016-02-23 09:56:00,39.0,30.6,55.0,30.08,10.0,NE,15.0,,Scattered Clouds,False,False,False,False,False,False,False,False,False,False,False,True,False,Day,Day,Day,Day
